x,res
-10.0,-0.5533298629212703
-9.99,-0.5840205377096579
-9.98,-0.6157599525895792
-9.97,-0.6486302724257401
-9.96,-0.6827167925749742
-9.950000000000001,-0.71810844702722
-9.940000000000001,-0.7548983632670517
-9.930000000000001,-0.7931844711416413
-9.920000000000002,-0.8330701741445592
-9.910000000000002,-0.8746650928038867
-9.900000000000002,-0.9180858914628965
-9.890000000000002,-0.9634572016094148
-9.880000000000003,-1.0109126571754956
-9.870000000000003,-1.0605960599597144
-9.860000000000003,-1.1126626965933049
-9.850000000000003,-1.1672808324924795
-9.840000000000003,-1.2246334130728824
-9.830000000000004,-1.2849200084538523
-9.820000000000004,-1.3483590452152252
-9.810000000000004,-1.4151903777044281
-9.800000000000004,-1.4856782626574039
-9.790000000000004,-1.5601148147316373
-9.780000000000005,-1.6388240381383725
-9.770000000000005,-1.7221665514336268
-9.760000000000005,-1.810545150575573
-9.750000000000005,-1.9044113909708784
-9.740000000000006,-2.0042734151019443
-9.730000000000006,-2.1107053116744496
-9.720000000000006,-2.224358369714897
-9.710000000000006,-2.3459746930099894
-9.700000000000006,-2.4764037754329484
-9.690000000000007,-2.616622818965321
-9.680000000000007,-2.767761821197376
-9.670000000000007,-2.9311347940237913
-9.660000000000007,-3.1082789385238554
-9.650000000000007,-3.3010042490006946
-9.640000000000008,-3.511456938604274
-9.630000000000008,-3.7422014013241176
-9.620000000000008,-3.9963273571241293
-9.610000000000008,-4.27759169789211
-9.600000000000009,-4.5906088973100605
-9.590000000000009,-4.941110560239551
-9.580000000000009,-5.336305291442502
-9.57000000000001,-5.785387240237727
-9.56000000000001,-6.300270285950047
-9.55000000000001,-6.896673999357358
-9.54000000000001,-7.595775092522949
-9.53000000000001,-8.42680055378904
-9.52000000000001,-9.431273363006259
-9.51000000000001,-10.670142685803004
-9.50000000000001,-12.236839794253294
-9.49000000000001,-14.282068137107473
-9.480000000000011,-17.06569242767372
-9.470000000000011,-21.07743307016845
-9.460000000000012,-27.363160532068488
-9.450000000000012,-38.62739985237959
-9.440000000000012,-64.68150372917546
-9.430000000000012,-190.4891327813413
-9.420000000000012,210.2938607998396
-9.410000000000013,68.65621456924816
-9.400000000000013,41.3373403322796
-9.390000000000013,29.723725470047555
-9.380000000000013,23.29312110103676
-9.370000000000013,19.206520925255248
-9.360000000000014,16.378877468751455
-9.350000000000014,14.30472504389438
-9.340000000000014,12.717353437891363
-9.330000000000014,11.46261179481524
-9.320000000000014,10.445195854820632
-9.310000000000015,9.603013179342508
-9.300000000000015,8.893874855094099
-9.290000000000015,8.288111693828883
-9.280000000000015,7.764250463271816
-9.270000000000016,7.30636622766972
-9.260000000000016,6.902398768051202
-9.250000000000016,6.54304696334593
-9.240000000000016,6.221022183281878
-9.230000000000016,5.930531671152976
-9.220000000000017,5.666913298835672
-9.210000000000017,5.42637235960256
-9.200000000000017,5.205788622716104
-9.190000000000017,5.002572701224933
-9.180000000000017,4.814557630973342
-9.170000000000018,4.639915986862432
-9.160000000000018,4.477095785129578
-9.150000000000018,4.324770386225435
-9.140000000000018,4.181798956906102
-9.130000000000019,4.047194984353107
-9.120000000000019,3.920100993129714
-9.110000000000019,3.799768085702521
-9.10000000000002,3.685539267126469
-9.09000000000002,3.576835762772828
-9.08000000000002,3.473145721607815
-9.07000000000002,3.37401483446404
-9.06000000000002,3.279038500025176
-9.05000000000002,3.187855249575371
-9.04000000000002,3.100141201697305
-9.03000000000002,3.0156053644593737
-9.020000000000021,2.93398563870147
-9.010000000000021,2.855045404289145
-9.000000000000021,2.7785705934357976
-8.990000000000022,2.704367172890144
-8.980000000000022,2.632258970833286
-8.970000000000022,2.5620857956322993
-8.960000000000022,2.493701802750332
-8.950000000000022,2.426974073429541
-8.940000000000023,2.3617813748554166
-8.930000000000023,2.2980130763750375
-8.920000000000023,2.235568200441315
-8.910000000000023,2.174354590256269
-8.900000000000023,2.1142881788945314
-8.890000000000024,2.055292346989672
-8.880000000000024,1.9972973579773172
-8.870000000000024,1.9402398615488274
-8.860000000000024,1.8840624573049676
-8.850000000000025,1.8287133117816023
-8.840000000000025,1.7741458229891371
-8.830000000000025,1.7203183274559877
-8.820000000000025,1.6671938455008308
-8.810000000000025,1.6147358006796184
-8.800000000000026,1.5629242926678377
-8.790000000000026,1.511730902521738
-8.780000000000026,1.4611354863376222
-8.770000000000026,1.4111217730612065
-8.760000000000026,1.3616772790009197
-8.750000000000027,1.3127932442894754
-8.740000000000027,1.2644645903343323
-8.730000000000027,1.216689897561765
-8.720000000000027,1.1694714029922093
-8.710000000000027,1.1228150174090676
-8.700000000000028,1.0767303621134547
-8.690000000000028,1.031230825470573
-8.680000000000028,0.9863336396698006
-8.670000000000028,0.9420599783608645
-8.660000000000029,0.8984378791810389
-8.650000000000029,0.8554910236233213
-8.640000000000029,0.8132561760512156
-8.63000000000003,0.7717717053309078
-8.62000000000003,0.7310807627883694
-8.61000000000003,0.6912315327681512
-8.60000000000003,0.6522775160763524
-8.59000000000003,0.6142778494089984
-8.58000000000003,0.5772976643148349
-8.57000000000003,0.5414084897810988
-8.56000000000003,0.5066887031206143
-8.550000000000031,0.4732240345109799
-8.540000000000031,0.44110813131625637
-8.530000000000031,0.4104431892023528
-8.520000000000032,0.3813406580785564
-8.510000000000032,0.3539220320653335
-8.500000000000032,0.32831973405140225
-8.490000000000032,0.3046781069701686
-8.480000000000032,0.2831545257534209
-8.470000000000033,0.26392064604791465
-8.460000000000033,0.2471638082691464
-8.450000000000033,0.23308861847439383
-8.440000000000033,0.22191873095996653
-8.430000000000033,0.21389886151362852
-8.420000000000034,0.2092970650073745
-8.410000000000034,0.20840731664700413
-8.400000000000034,0.21155244287945746
-8.390000000000034,0.21908745592472478
-8.380000000000035,0.2314033554136458
-8.370000000000035,0.24893147201258248
-8.360000000000035,0.2721484416368397
-8.350000000000035,0.3015819153901539
-8.340000000000035,0.33781713040957495
-8.330000000000036,0.381504491132847
-8.320000000000036,0.43336834020437603
-8.310000000000036,0.49421713461151023
-8.300000000000036,0.5649552873523007
-8.290000000000036,0.6465969901806414
-8.280000000000037,0.7402824014797336
-8.270000000000037,0.8472966687060253
-8.260000000000037,0.9690923617682667
-8.250000000000037,1.1073160283134365
-8.240000000000038,1.2638397521976321
-8.230000000000038,1.4407988131556546
-8.220000000000038,1.6406368230958635
-8.210000000000038,1.8661600716651303
-8.200000000000038,2.120603276875313
-8.190000000000039,2.4077095408213927
-8.180000000000039,2.7318281049887996
-8.170000000000039,3.098034551716379
-8.16000000000004,3.512279503141508
-8.15000000000004,3.9815737605625037
-8.14000000000004,4.514220397232396
-8.13000000000004,5.1201078438197
-8.12000000000004,5.811082892622844
-8.11000000000004,6.601359216822443
-8.10000000000004,7.50840991964721
-8.09000000000004,8.553379804969845
-8.080000000000041,9.762414969215179
-8.070000000000041,11.168030346898332
-8.060000000000041,12.81104496706388
-8.050000000000042,14.74323490143585
-8.040000000000042,17.03102366829475
-8.030000000000042,19.760699056494545
-8.020000000000042,23.045919977198118
-8.010000000000042,27.03873397759734
-8.000000000000043,31.946107893209636
-7.990000000000043,38.05535361081001
-7.980000000000043,45.774351120605985
-7.970000000000043,55.6972607542286
-7.9600000000000435,68.71594102433336
-7.950000000000044,86.21780988034843
-7.940000000000044,110.45155862489729
-7.930000000000044,145.25991778593743
-7.920000000000044,197.64035397522605
-7.9100000000000446,281.43190871672164
-7.900000000000045,427.1889854260899
-7.890000000000045,713.69659131778
-7.880000000000045,1398.6939514060123
-7.870000000000045,3770.6663541232915
-7.860000000000046,27271.726064537477
-7.850000000000046,63588.522122622875
-7.840000000000046,5257.038635342263
-7.830000000000046,1820.5003609707592
-7.8200000000000465,923.1247401785962
-7.810000000000047,560.6889578634277
-7.800000000000047,378.45284297170326
-7.790000000000047,273.75617151715255
-7.780000000000047,207.93972266173154
-7.7700000000000475,163.78554768833092
-7.760000000000048,132.67021429751915
-7.750000000000048,109.8817490183211
-7.740000000000048,92.66603241837711
-7.730000000000048,79.32441625902993
-7.720000000000049,68.7621958993204
-7.710000000000049,60.24759511502157
-7.700000000000049,53.27606314139073
-7.690000000000049,47.490359314057365
-7.6800000000000495,42.63165330241418
-7.67000000000005,38.50859702110997
-7.66000000000005,34.9771900771876
-7.65000000000005,31.927334251090063
-7.64000000000005,29.273649771682376
-7.6300000000000505,26.94907465808865
-7.620000000000051,24.900322038304523
-7.610000000000051,23.084602767270788
-7.600000000000051,21.467225388110904
-7.590000000000051,20.01981448815301
-7.580000000000052,18.718971511930967
-7.570000000000052,17.545256533343537
-7.560000000000052,16.482405820419505
-7.550000000000052,15.516724665053017
-7.540000000000052,14.636611908913176
-7.530000000000053,13.832184430552726
-7.520000000000053,13.094978222845633
-7.510000000000053,12.417708671470347
-7.500000000000053,11.794076971362427
-7.4900000000000535,11.218612778960917
-7.480000000000054,10.686545530610465
-7.470000000000054,10.19369859430619
-7.460000000000054,9.736401726473161
-7.450000000000054,9.311418293296855
-7.440000000000055,8.915884469780499
-7.430000000000055,8.547258209135983
-7.420000000000055,8.203256446932983
-7.410000000000055,7.881900307348883
-7.400000000000055,7.581357619325981
-7.390000000000056,7.300003844585434
-7.380000000000056,7.036376806361517
-7.370000000000056,6.78915726129839
-7.360000000000056,6.55715215102552
-7.3500000000000565,6.339280118149672
-7.340000000000057,6.134558942598488
-7.330000000000057,5.942094612185922
-7.320000000000057,5.761071788449117
-7.310000000000057,5.590745467567088
-7.3000000000000576,5.430433667995749
-7.290000000000058,5.279511002791782
-7.280000000000058,5.1374030163934385
-7.270000000000058,5.003581183785277
-7.260000000000058,4.877558485110516
-7.250000000000059,4.7588854815091395
-7.240000000000059,4.647132362791004
-7.230000000000059,4.541944879218796
-7.220000000000059,4.442951167181784
-7.2100000000000595,4.349820856647318
-7.20000000000006,4.262247116937148
-7.19000000000006,4.179944675291049
-7.18000000000006,4.102648039002734
-7.17000000000006,4.0301098981320695
-7.1600000000000605,3.962099688719005
-7.150000000000061,3.8984022989745273
-7.140000000000061,3.8388169030956374
-7.130000000000061,3.7831559092487064
-7.120000000000061,3.731244009908053
-7.110000000000062,3.682917324164798
-7.100000000000062,3.638022622868342
-7.090000000000062,3.59641662855093
-7.080000000000062,3.5579653830487423
-7.0700000000000625,3.522543676568295
-7.060000000000063,3.490034532695087
-7.050000000000063,3.4603287445000386
-7.040000000000063,3.433324457483945
-7.030000000000063,3.4089267956271296
-7.0200000000000635,3.3870475272777156
-7.010000000000064,3.367604768048202
-7.000000000000064,3.350522718263942
-6.990000000000064,3.335731432875284
-6.980000000000064,3.323166622067714
-6.970000000000065,3.312769481116157
-6.960000000000065,3.30448654832006
-6.950000000000065,3.298269590136596
-6.940000000000065,3.2940755129028547
-6.930000000000065,3.2918663008083633
-6.920000000000066,3.291608980045842
-6.910000000000066,3.2932756093514044
-6.900000000000066,3.296843297426322
-6.890000000000066,3.3022942480380992
-6.8800000000000665,3.3096158339210775
-6.870000000000067,3.3188007009484988
-6.860000000000067,3.32984690443348
-6.850000000000067,3.342758079844307
-6.840000000000067,3.3575436507029623
-6.830000000000068,3.374219076979383
-6.820000000000068,3.3928061479187415
-6.810000000000068,3.4133333239561257
-6.800000000000068,3.4358361332019505
-6.790000000000068,3.460357628952737
-6.780000000000069,3.4869489158102747
-6.770000000000069,3.5156697533301005
-6.760000000000069,3.546589247694451
-6.750000000000069,3.579786643780776
-6.7400000000000695,3.615346153589665
-6.73000000000007,3.653382462313314
-6.72000000000007,3.6940049880027073
-6.71000000000007,3.7373440302268426
-6.70000000000007,3.783546110939411
-6.690000000000071,3.83277579149369
-6.680000000000071,3.8852177729679847
-6.670000000000071,3.941079330552584
-6.660000000000071,4.000593143563792
-6.650000000000071,4.064020596115659
-6.640000000000072,4.131655640336003
-6.630000000000072,4.203829335240091
-6.620000000000072,4.2809152012771206
-6.610000000000072,4.363335564862041
-6.6000000000000725,4.451569111250191
-6.590000000000073,4.546159921076106
-6.580000000000073,4.647728340101698
-6.570000000000073,4.756984129246074
-6.560000000000073,4.874742471189481
-6.5500000000000735,5.001943582659132
-6.540000000000074,5.139665110708778
-6.530000000000074,5.289198738622443
-6.520000000000074,5.4520191152277295
-6.510000000000074,5.629876792636072
-6.500000000000075,5.824847976339795
-6.490000000000075,6.039413111093598
-6.480000000000075,6.276559429928865
-6.470000000000075,6.539916445028436
-6.4600000000000755,6.833937421613149
-6.450000000000076,7.164146130197167
-6.440000000000076,7.537478016229845
-6.430000000000076,7.9627608040523805
-6.420000000000076,8.451405874968984
-6.4100000000000765,9.018426763211384
-6.400000000000077,9.683980790886908
-6.390000000000077,10.475776674677142
-6.380000000000077,11.43297422596524
-6.370000000000077,12.612779237111614
-6.360000000000078,14.102189623272697
-6.350000000000078,16.040289629268027
-6.340000000000078,18.66408804365363
-6.330000000000078,22.413104528046464
-6.320000000000078,28.20440764908816
-6.310000000000079,38.32306516958961
-6.300000000000079,60.48993628230468
-6.290000000000079,147.74272691598824
-6.280000000000079,-312.9753852211154
-6.2700000000000795,-74.85922769350775
-6.26000000000008,-42.15886947355611
-6.25000000000008,-29.173885282135238
-6.24000000000008,-22.20842925877359
-6.23000000000008,-17.867189685994248
-6.220000000000081,-14.904296856668282
-6.210000000000081,-12.75482375696996
-6.200000000000081,-11.125491693034128
-6.190000000000081,-9.848912574009672
-6.180000000000081,-8.822586374402832
-6.170000000000082,-7.9802363811332295
-6.160000000000082,-7.277106245738515
-6.150000000000082,-6.681880729831689
-6.140000000000082,-6.171991965406518
-6.1300000000000825,-5.730764171922345
-6.120000000000083,-5.345608203675574
-6.110000000000083,-5.006841594155379
-6.100000000000083,-4.706895077648181
-6.090000000000083,-4.439765549015523
-6.080000000000084,-4.200630560134362
-6.070000000000084,-3.9855713116984486
-6.060000000000084,-3.7913769805132893
-6.050000000000084,-3.6153661499873917
-6.040000000000084,-3.4553167728544194
-6.030000000000085,-3.309350078191551
-6.020000000000085,-3.1758714321189183
-6.010000000000085,-3.0535182386344095
-6.000000000000085,-2.941118875617667
-5.9900000000000855,-2.8376600311014113
-5.980000000000086,-2.742260500154077
-5.970000000000086,-2.654149998179025
-5.960000000000086,-2.572651903915512
-5.950000000000086,-2.497169106345397
-5.9400000000000865,-2.4271723222008035
-5.930000000000087,-2.362190394206193
-5.920000000000087,-2.301802188081295
-5.910000000000087,-2.2456297882019736
-5.900000000000087,-2.193332754456026
-5.890000000000088,-2.1446032511318114
-5.880000000000088,-2.099161896194309
-5.870000000000088,-2.056754208646367
-5.860000000000088,-2.0171475547745787
-5.8500000000000885,-1.9801259757861231
-5.840000000000089,-1.9454983673054445
-5.830000000000089,-1.913080283723627
-5.820000000000089,-1.8827033798101533
-5.810000000000089,-1.8542109937583773
-5.8000000000000895,-1.8274568089345666
-5.79000000000009,-1.8023036720430754
-5.78000000000009,-1.7786225455132358
-5.77000000000009,-1.7562915753335835
-5.76000000000009,-1.7351952583888797
-5.750000000000091,-1.7152236957015685
-5.740000000000091,-1.696271919933502
-5.730000000000091,-1.678239287133874
-5.720000000000091,-1.6610289240842349
-5.7100000000000914,-1.6445472237356726
-5.700000000000092,-1.6287033821944168
-5.690000000000092,-1.6134089715203888
-5.680000000000092,-1.5985775432829683
-5.670000000000092,-1.5841242583896848
-5.6600000000000925,-1.569965539182974
-5.650000000000093,-1.5560187402009777
-5.640000000000093,-1.5422018343319654
-5.630000000000093,-1.528433111366445
-5.620000000000093,-1.5146308861749096
-5.610000000000094,-1.5007132139171941
-5.600000000000094,-1.486597609827239
-5.590000000000094,-1.472200771217784
-5.580000000000094,-1.4574382994163084
-5.570000000000094,-1.4422244193785816
-5.560000000000095,-1.4264716947302656
-5.550000000000095,-1.4100907359618953
-5.540000000000095,-1.392989899447157
-5.530000000000095,-1.375074974869415
-5.5200000000000955,-1.3562488585250887
-5.510000000000096,-1.3364112098232084
-5.500000000000096,-1.3154580881165963
-5.490000000000096,-1.2932815667779063
-5.480000000000096,-1.2697693211700434
-5.470000000000097,-1.2448041868505655
-5.460000000000097,-1.2182636839881473
-5.450000000000097,-1.1900195035493621
-5.440000000000097,-1.159936950328475
-5.430000000000097,-1.1278743373320121
-5.420000000000098,-1.0936823253826962
-5.410000000000098,-1.057203201061529
-5.400000000000098,-1.0182675689241607
-5.390000000000098,-0.9767035451464994
-5.3800000000000985,-0.9323207025125386
-5.370000000000099,-0.8849190841083691
-5.360000000000099,-0.8342855143992893
-5.350000000000099,-0.780192303912779
-5.340000000000099,-0.7223958108273016
-5.3300000000000995,-0.6606348404592268
-5.3200000000001,-0.5946288608277173
-5.3100000000001,-0.5240760091857506
-5.3000000000001,-0.4486508605508263
-5.2900000000001,-0.3680019247357886
-5.280000000000101,-0.28174883304315823
-5.270000000000101,-0.18947916947991245
-5.260000000000101,-0.09074489388132079
-5.250000000000101,0.014941704537765554
-5.2400000000001015,0.1281125952578539
-5.230000000000102,0.24934922083963953
-5.220000000000102,0.3792884374479982
-5.210000000000102,0.5186292995642898
-5.200000000000102,0.6681408289314226
-5.1900000000001025,0.8286709344202035
-5.180000000000103,1.0011566819139355
-5.170000000000103,1.1866185088588903
-5.160000000000103,1.3862440938734262
-5.150000000000103,1.6012997601252181
-5.140000000000104,1.8332183519779572
-5.130000000000104,2.0836037774083005
-5.120000000000104,2.354256546898428
-5.110000000000104,2.6472038654834815
-5.1000000000001044,2.9647352295886695
-5.090000000000105,3.309444710016116
-5.080000000000105,3.684281395478174
-5.070000000000105,4.092609847165295
-5.060000000000105,4.538282900620609
-5.0500000000001055,5.025729782927523
-5.040000000000106,5.560063340618075
-5.030000000000106,6.147211265574684
-5.020000000000106,6.794077658563929
-5.010000000000106,7.508743218291643
-5.000000000000107,8.300714980841692
-4.990000000000107,9.181240137588544
-4.980000000000107,10.163703433479427
-4.970000000000107,11.264134587932114
-4.960000000000107,12.501861977955274
-4.950000000000108,13.900362826419757
-4.940000000000108,15.488380422684477
-4.930000000000108,17.301408711802925
-4.920000000000108,19.3836890834346
-4.9100000000001085,21.790931741682588
-4.900000000000109,24.594078497797966
-4.890000000000109,27.884588660471618
-4.880000000000109,31.781995625620414
-4.870000000000109,36.44492142307367
-4.86000000000011,42.087483379508384
-4.85000000000011,49.00433502049761
-4.84000000000011,57.609953353775346
-4.83000000000011,68.50224855442964
-4.82000000000011,82.56936019657135
-4.810000000000111,101.17671400365954
-4.800000000000111,126.51147576496412
-4.790000000000111,162.256188005756
-4.780000000000111,215.00714645506466
-4.7700000000001115,297.55193092032516
-4.760000000000112,437.4190384162613
-4.750000000000112,703.165250026338
-4.740000000000112,1307.9104330071664
-4.730000000000112,3220.2618126007837
-4.7200000000001125,17255.581062924142
-4.710000000000113,175324.60871328766
-4.700000000000113,6512.324982565123
-4.690000000000113,1991.4363526393563
-4.680000000000113,949.6701206087248
-4.670000000000114,552.9559764921859
-4.660000000000114,360.78044717961296
-4.650000000000114,253.35668934035357
-4.640000000000114,187.29634093998692
-4.6300000000001145,143.80192157654693
-4.620000000000115,113.65688619474624
-4.610000000000115,91.91128309436846
-4.600000000000115,75.71368445700443
-4.590000000000115,63.327512573251035
-4.5800000000001155,53.64611773263279
-4.570000000000116,45.93721715413488
-4.560000000000116,39.70059713616689
-4.550000000000116,34.585141052425946
-4.540000000000116,30.33851182583296
-4.530000000000117,26.77558646490283
-4.520000000000117,23.758061196779284
-4.510000000000117,21.18092756527004
-4.500000000000117,18.963295915027345
-4.4900000000001175,17.042141094610823
-4.480000000000118,15.36739778264661
-4.470000000000118,13.899396911687301
-4.460000000000118,12.606069730214154
-4.450000000000118,11.461335489253637
-4.4400000000001185,10.443807266340642
-4.430000000000119,9.535812728962233
-4.420000000000119,8.722645199457018
-4.410000000000119,7.9919851386889045
-4.400000000000119,7.3334491299361355
-4.39000000000012,6.738235232177446
-4.38000000000012,6.198841869199445
-4.37000000000012,5.7088433318627
-4.36000000000012,5.262709229242216
-4.35000000000012,4.855658324560745
-4.340000000000121,4.483539471157182
-4.330000000000121,4.142734055089568
-4.320000000000121,3.830075616993086
-4.310000000000121,3.542783281267253
-4.3000000000001215,3.278406347344127
-4.290000000000122,3.0347779545358082
-4.280000000000122,2.8099761614866225
-4.270000000000122,2.6022911148241326
-4.260000000000122,2.4101972422785076
-4.250000000000123,2.2323296104680996
-4.240000000000123,2.067463749570535
-4.230000000000123,1.9144983758895058
-4.220000000000123,1.7724405462377588
-4.210000000000123,1.6403928606900922
-4.200000000000124,1.5175423969292714
-4.190000000000124,1.403151113439581
-4.180000000000124,1.2965475027831375
-4.170000000000124,1.1971193121412007
-4.1600000000001245,1.1043071778043294
-4.150000000000125,1.0175990445960652
-4.140000000000125,0.9365252613092958
-4.130000000000125,0.8606542599075617
-4.120000000000125,0.7895854412442601
-4.1100000000001256,0.7229594453065629
-4.100000000000126,0.6604339462859583
-4.090000000000126,0.6016956724718978
-4.080000000000126,0.5464542125356324
-4.070000000000126,0.4944398984275359
-4.060000000000127,0.44540191153842557
-4.050000000000127,0.39910658508359326
-4.040000000000127,0.3553358792417637
-4.030000000000127,0.3138860086328102
-4.0200000000001275,0.2745662043309963
-4.010000000000128,0.23719759485184355
-4.000000000000128,0.20161219247742837
-3.990000000000128,0.16765197294447715
-3.9800000000001283,0.1351680379515378
-3.9700000000001285,0.10401985117857226
-3.9600000000001288,0.0740745395829504
-3.950000000000129,0.04520625266317574
-3.940000000000129,0.01729557318553221
-3.9300000000001294,-0.009771026433915808
-3.9200000000001296,-0.03610168729509411
-3.91000000000013,-0.06179963140650235
-3.90000000000013,-0.08696359753054028
-3.8900000000001302,-0.11168824931615629
-3.8800000000001305,-0.1360645592170916
-3.8700000000001307,-0.16018017140660812
-3.860000000000131,-0.18411974665607234
-3.850000000000131,-0.2079652919410634
-3.8400000000001313,-0.23179647737139797
-3.8300000000001315,-0.25569344873238486
-3.8200000000001317,-0.2797269797996649
-3.810000000000132,-0.303974182420212
-3.800000000000132,-0.3285083780607865
-3.7900000000001324,-0.3534020292596506
-3.7800000000001326,-0.3787270297196198
-3.770000000000133,-0.4045549978938502
-3.760000000000133,-0.430957576453748
-3.7500000000001332,-0.4580067401463114
-3.7400000000001334,-0.4857751147046262
-3.7300000000001337,-0.514336309674488
-3.720000000000134,-0.5437652682672764
-3.710000000000134,-0.5741386376509606
-3.7000000000001343,-0.6055351634554992
-3.6900000000001345,-0.6380361127058493
-3.6800000000001347,-0.6717257299172531
-3.670000000000135,-0.7066917317085394
-3.660000000000135,-0.7430258460275169
-3.6500000000001354,-0.7808244029606
-3.6400000000001356,-0.8201889851433012
-3.630000000000136,-0.8612271470329593
-3.620000000000136,-0.904053213790454
-3.610000000000136,-0.948789172294886
-3.6000000000001364,-0.9955656689472915
-3.5900000000001366,-1.0445231314843602
-3.580000000000137,-1.0958130351202837
-3.570000000000137,-1.1495993370861868
-3.5600000000001373,-1.2060601082002085
-3.5500000000001375,-1.2653893956735494
-3.5400000000001377,-1.3277993581930312
-3.530000000000138,-1.3935227227430635
-3.520000000000138,-1.4628129434648265
-3.5100000000001383,-1.5359582551698159
-3.5000000000001386,-1.613269305485229
-3.4900000000001388,-1.6950944899964187
-3.480000000000139,-1.781822508608124
-3.470000000000139,-1.873888600856008
-3.4600000000001394,-1.9717819488999067
-3.4500000000001396,-2.0760545135265467
-3.44000000000014,-2.1873316396071143
-3.43000000000014,-2.3063248607656543
-3.4200000000001403,-2.4338474564919665
-3.4100000000001405,-2.570833479814445
-3.4000000000001407,-2.718361195958652
-3.390000000000141,-2.877682175273187
